Step,Reward
400,103.0084284231626
800,204.15879842478273
1200,171.7707422488315
1600,99.71518654597676
2000,189.62635636694998
2400,171.20199051618476
2800,230.6776979956229
3200,149.69503401826472
3600,167.60584656118954
4000,147.8768838809329
4400,142.1678812336102
4800,210.04176503426964
5200,137.9931190932679
5600,123.73310672000846
6000,122.2617515840676
6400,278.4730209085091
6800,172.6749490289799
7200,218.5669691771437
7600,199.35673176273409
8000,187.72100925551743
8400,191.9996826312237
8800,228.645575880356
9200,203.62653627783698
9600,214.22288974120346
10000,245.7137601012721
10400,215.42394187199832
10800,197.18047744780657
11200,176.95106587235495
11600,276.17793865754646
12000,387.6502595425701
12400,175.71278619224864
12800,251.2415087140374
13200,209.24997774720393
13600,278.17054569217595
14000,270.5743156054105
14400,211.21507690504387
14800,212.91787719471208
15200,242.4746717221698
15600,338.12894244074243
16000,386.25427140177646
16400,216.8808204582427
16800,361.26215014840784
17200,232.46385658472326
17600,208.53638185536306
18000,367.6264676524145
18400,314.79437411636906
18800,229.46641882984807
19200,273.41602140361067
19600,248.37291639604143
20000,346.13400493567485
20400,323.26980909256423
20800,266.2513318155888
21200,348.8707587168313
21600,299.8935105773575
22000,357.70579871640314
22400,395.96533933762106
22800,252.06985582225823
23200,460.6019763787204
23600,338.87076225521076
24000,712.1889232836702
24400,407.6694274620058
24800,270.4660176709949
25200,294.5734562505744
25600,319.27797826657803
26000,282.67650496623094
26400,233.93488139140237
26800,737.4210486941627
27200,646.5578498921998
27600,900.8024501078828
28000,413.04711333598567
28400,672.5470279723984
28800,500.8510086972983
29200,794.3415791933934
29600,587.761277584513
30000,435.60217524554685
30400,644.4617834956238
30800,593.2258932485864
31200,678.7539971220235
31600,551.4939845266422
32000,573.8994454023135
32400,300.5268035873555
32800,872.0726985499064
33200,916.7002547360869
33600,515.2498038632411
34000,818.7772080787329
34400,598.6451902408983
34800,784.4304168259589
35200,743.705841476012
35600,916.5810651310636
36000,939.3423113040689
36400,733.4310307714206
36800,702.6459313312738
37200,915.3153565484866
37600,771.1051011244845
38000,838.7044802579811
38400,806.4795640502967
38800,748.3989676727439
39200,965.6491975413028
39600,844.8810831768122
40000,881.664696013821
40400,748.2381246626607
40800,965.3033015908616
41200,612.8491447540251
41600,930.2994227149907
42000,926.521668251258
42400,657.7366229669746
42800,651.5044896707708
43200,807.040502899553
43600,958.8624293302643
44000,863.2607763897204
44400,787.1730154374179
44800,957.5511762749298
45200,951.364966156321
45600,1030.707230826618
46000,967.6231772186229
