Step,Reward
400,313.3833558763545
800,645.6130142962372
1200,434.1331534491688
1600,535.4886337485083
2000,511.72506232890345
2400,440.08534366554295
2800,843.7441119737185
3200,599.2118969342416
3600,983.9775988689041
4000,719.1164670685207
4400,531.3395912385902
4800,700.207252769579
5200,271.9085792361594
5600,396.08204144404954
6000,245.92990133238416
6400,1641.7505330245624
6800,586.2592319902924
7200,734.619970860703
7600,302.19290454919934
8000,2038.4889961585493
8400,2343.902127540815
8800,1492.0062775997328
9200,1455.5305958943065
9600,632.3133573279265
10000,1273.76769746799
10400,1127.8235969362743
10800,640.6294891173072
11200,937.8268871921075
11600,1088.3950886899106
12000,1067.407356139069
12400,1419.6027397787016
12800,2657.1442494164025
13200,1808.7355286849845
13600,2571.164733405351
14000,790.0267808727847
14400,351.9887842882842
14800,649.3124301591897
15200,747.6641779331753
15600,2504.55722432708
16000,1576.9289729974091
16400,427.678813555969
16800,1974.2359678958048
17200,784.2891315896287
17600,795.0089410751424
18000,2161.3949136626625
18400,1598.6431206908667
18800,2183.0879103547577
19200,819.5203291739094
19600,2281.3443658314764
20000,1891.8036069747955
20400,1389.703918241806
20800,1550.286973030359
21200,2708.9301684122966
21600,1215.26342906058
22000,2464.1449591666537
22400,2876.677786820655
22800,1070.1719435176005
23200,3230.6034959944936
23600,3513.5851545068504
24000,1687.2756347727295
24400,2597.783376858992
24800,789.9367199703189
25200,2745.679534488303
25600,2633.1873960375883
26000,2950.228951698889
26400,3062.9978333667113
26800,3129.798156958384
27200,1264.754856905228
27600,1144.4989661436978
28000,1984.4791493689531
28400,1288.2362895883277
28800,2371.899385637553
29200,1747.2746754528976
29600,1866.0777201812512
30000,1056.349899930921
30400,3255.6755389231935
30800,2440.7819308489848
31200,991.9460834540771
31600,887.7754308729543
32000,2188.6491862473827
32400,2831.509386426972
32800,1396.409274831693
33200,3488.164381355209
33600,3233.452601043053
34000,3581.8848895320043
34400,3506.134487789486
34800,2157.0680616593963
35200,3706.674384768573
35600,2418.518281443896
36000,3083.135579721447
36400,3813.187709785411
36800,2043.1965173359793
37200,3556.904035933863
37600,2132.627008693648
38000,2821.147425929568
38400,3408.4274666357937
38800,3321.1060919514357
39200,2285.362960798624
39600,2650.313315273562
40000,3009.1398246094723
40400,3050.023678752666
40800,3515.552034477582
41200,3021.9459341179163
41600,3414.361631902571
42000,3604.495915504729
42400,2620.8333718027648
42800,3399.530125552478
43200,3654.311597135483
43600,2256.4661994397675
44000,2485.4922809696623
44400,3806.9877919639634
44800,3609.168010255502
45200,3704.0939938095735
45600,2229.0436390683376
46000,1350.8448866808794
46400,2431.1364169202448
46800,2582.1093138735814
47200,2797.5065906725563
47600,3537.1051290580017
48000,3792.1005441875423
48400,3742.7021804463643
48800,3787.588457726619
49200,3555.217147319317
49600,3112.6010870051496
50000,3717.6787278657043
50400,3770.286777800681
50800,3792.508923781169
51200,2104.279394058172
51600,3806.382921025028
52000,3771.6605094852566
52400,3731.44753954967
52800,3819.31989754426
53200,3826.6991330194696
53600,3818.7013269867734
54000,3813.057716442604
54400,1788.324233540933
54800,3629.3773587025366
55200,3419.4250881514167
55600,3827.245623220479
56000,3837.588587089704
56400,3205.20506272049
56800,3530.6852011026826
57200,3726.3007208039203
57600,3816.8720281725737
58000,3814.4860443361
58400,3736.282861033761
58800,3804.782621547488
59200,3669.580314582146
59600,3715.317818514826
60000,3810.160183093709
60400,3846.6625090613165
60800,3777.078420809218
61200,3843.3249507344444
61600,3721.340824338002
62000,3470.0920090415016
62400,3867.1759643119485
62800,3619.540961114731
63200,3713.6538183534626
63600,3765.045980259525
64000,3783.772314334773
64400,3757.4416824000473
64800,3834.4328965716195
65200,3826.9609155550465
65600,3812.542561778645
66000,3807.4593878581677
66400,1851.8574971629844
66800,1770.4268695125365
67200,3540.663947208274
67600,3774.111029890538
68000,3766.2254558375207
68400,3342.516648230523
68800,3474.5793353293875
69200,3708.09311431299
69600,3526.644375911043
70000,3312.8675833962357
70400,2381.919290854607
70800,3721.388480408123
71200,3825.9527516135486
71600,3470.3571430305897
72000,3814.5024506075174
72400,3312.980642978165
72800,3782.637478202302
73200,3695.049959669594
73600,3822.974258436102
74000,3702.9133248083895
74400,3795.411692726194
74800,3831.7451110226484
75200,3628.042038152119
75600,3534.9998832163947
76000,3662.8903478907414
76400,3664.3993758886027
76800,3534.467640258002
77200,3784.4336397071893
77600,3482.3339470022556
78000,3694.529195313662
78400,3826.382316815961
78800,3445.691989335948
79200,3581.4998895933077
79600,3706.4496790565086
80000,3636.107577710093
80400,3839.3666237062603
80800,2781.86296549707
81200,3788.0079964208708
81600,3769.043488549384
82000,3329.290482837957
82400,3803.2466403257267
82800,3857.892894222985
83200,3635.256551330893
83600,3771.5032274766754
84000,3693.5428916316614
84400,3726.235797587613
84800,3816.984773293747
85200,3648.709225705254
85600,3847.1743113396633
86000,3877.647547023288
86400,3748.1736182930213
86800,3773.2654536999717
87200,3814.0558195053895
87600,3768.0688270429623
88000,3868.3498924643
88400,3804.6795983588663
88800,3521.463004592679
89200,3789.027796594764
89600,3875.1647924270783
90000,3805.0544344430923
90400,3872.3643882459933
90800,3845.361546553742
91200,3713.644735381383
91600,3871.258371119709
92000,3792.6459822563943
92400,3873.1545137776934
92800,3860.163929264357
93200,3788.0698417263416
93600,3457.5318446193837
94000,3854.762750237563
94400,3792.3711431472116
94800,3848.6999602426185
95200,3812.3636810985504
95600,3739.2349004384932
96000,3832.123742992345
96400,3775.584300037013
96800,3812.2453191526756
97200,3756.3066347527233
97600,3870.6891461557934
98000,3658.5123094231312
98400,3373.43311132488
98800,3686.3266288841733
99200,3795.098215759756
99600,3617.99280220204
100000,3843.1538036389934
100400,3860.572392967497
100800,3878.8678705557636
101200,3831.7080086869105
101600,3292.5181541576967
102000,3758.1459549484225
102400,3746.2222612982955
102800,3795.7085527906574
103200,3813.8072284490336
103600,3864.4881583416504
104000,3747.481781800914
104400,3809.634160405335
104800,3797.050488676319
105200,3856.502053732613
105600,3857.8240382306153
106000,3774.213601586585
106400,3499.007188932838
106800,3355.6318697055217
107200,3792.0851541198626
107600,3805.4231900905475
108000,3797.6953423854984
108400,3827.984900313828
108800,3815.1860300656413
109200,3811.405793614684
